0.000000000000000000e+00,0.000000000000000000e+00
1.001001001001000992e-03,4.601637587719070931e-07
2.002002002002001985e-03,9.249568851978103786e-07
3.003003003003002977e-03,1.394425905585546883e-06
4.004004004004003969e-03,1.868617813843614660e-06
5.005005005005004962e-03,2.347580076180675006e-06
6.006006006006005954e-03,2.831360635852283430e-06
7.007007007007006946e-03,3.320007917955327171e-06
8.008008008008007939e-03,3.813570834270648708e-06
9.009009009009008931e-03,4.312098788154338744e-06
1.001001001001000992e-02,4.815641679478185883e-06
1.101101101101101092e-02,5.324249909619783624e-06
1.201201201201201191e-02,5.837974386502783398e-06
1.301301301301301290e-02,6.356866529687807794e-06
1.401401401401401389e-02,6.880978275514527544e-06
1.501501501501501488e-02,7.410362082295414294e-06
1.601601601601601588e-02,7.945070935561699400e-06
1.701701701701701513e-02,8.485158353362050364e-06
1.801801801801801786e-02,9.030678391614491762e-06
1.901901901901902059e-02,9.581685649512147485e-06
2.002002002002001985e-02,1.013823527498325578e-05
2.102102102102101910e-02,1.070038297020612285e-05
2.202202202202202183e-02,1.126818499717944865e-05
2.302302302302302456e-02,1.184169818334867553e-05
2.402402402402402382e-02,1.242097992728885082e-05
2.502502502502502307e-02,1.300608820444463540e-05
2.602602602602602580e-02,1.359708157292796639e-05
2.702702702702702853e-02,1.419401917937402791e-05
2.802802802802802778e-02,1.479696076485603302e-05
2.902902902902902704e-02,1.540596667085948769e-05
3.003003003003002977e-02,1.602109784531646880e-05
3.103103103103103250e-02,1.664241584870057163e-05
3.203203203203203175e-02,1.726998286018309285e-05
3.303303303303303101e-02,1.790386168385110107e-05
3.403403403403403027e-02,1.854411575498799640e-05
3.503503503503503647e-02,1.919080914641717057e-05
3.603603603603603572e-02,1.984400657490946902e-05
3.703703703703703498e-02,2.050377340765499351e-05
3.803803803803804118e-02,2.117017566879999765e-05
3.903903903903904044e-02,2.184328004604943070e-05
4.004004004004003969e-02,2.252315389733589910e-05
4.104104104104103895e-02,2.320986525755559091e-05
4.204204204204203821e-02,2.390348284537194599e-05
4.304304304304304440e-02,2.460407607008766140e-05
4.404404404404404366e-02,2.531171503858581812e-05
4.504504504504504292e-02,2.602647056234070155e-05
4.604604604604604912e-02,2.674841416449915622e-05
4.704704704704704837e-02,2.747761808703301332e-05
4.804804804804804763e-02,2.821415529796351601e-05
4.904904904904904689e-02,2.895809949865826770e-05
5.005005005005004615e-02,2.970952513120154694e-05
5.105105105105105234e-02,3.046850738583867672e-05
5.205205205205205160e-02,3.123512220849526466e-05
5.305305305305305086e-02,3.200944630837193762e-05
5.405405405405405705e-02,3.279155716561547526e-05
5.505505505505505631e-02,3.358153303906698288e-05
5.605605605605605557e-02,3.437945297408797111e-05
5.705705705705705483e-02,3.518539681046509089e-05
5.805805805805805409e-02,3.599944519039428647e-05
5.905905905905906028e-02,3.682167956654521304e-05
6.006006006006005954e-02,3.765218221020669864e-05
6.106106106106105880e-02,3.849103621951407679e-05
6.206206206206206499e-02,3.933832552775916926e-05
6.306306306306305731e-02,4.019413491178384722e-05
6.406406406406406351e-02,4.105855000045792306e-05
6.506506506506506970e-02,4.193165728324219267e-05
6.606606606606606202e-02,4.281354411883761763e-05
6.706706706706706822e-02,4.370429874392146039e-05
6.806806806806806054e-02,4.460401028197105011e-05
6.906906906906906674e-02,4.551276875217640563e-05
7.007007007007007293e-02,4.643066507844240674e-05
7.107107107107106525e-02,4.735779109848132021e-05
7.207207207207207145e-02,4.829423957299685952e-05
7.307307307307307764e-02,4.924010419496043574e-05
7.407407407407406996e-02,5.019547959898067001e-05
7.507507507507507616e-02,5.116046137076716394e-05
7.607607607607608236e-02,5.213514605668919191e-05
7.707707707707707467e-02,5.311963117343060945e-05
7.807807807807808087e-02,5.411401521774181135e-05
7.907907907907907319e-02,5.511839767628954581e-05
8.008008008008007939e-02,5.613287903560591942e-05
8.108108108108108558e-02,5.715756079213720305e-05
8.208208208208207790e-02,5.819254546239375315e-05
8.308308308308308410e-02,5.923793659320196996e-05
8.408408408408407642e-02,6.029383877205911943e-05
8.508508508508508261e-02,6.136035763759240121e-05
8.608608608608608881e-02,6.243759989012310292e-05
8.708708708708708113e-02,6.352567330233677579e-05
8.808808808808808732e-02,6.462468673006088868e-05
8.908908908908909352e-02,6.573475012315057025e-05
9.009009009009008584e-02,6.685597453648389624e-05
9.109109109109109204e-02,6.798847214106773821e-05
9.209209209209209823e-02,6.913235623525495989e-05
9.309309309309309055e-02,7.028774125607462802e-05
9.409409409409409675e-02,7.145474279067603736e-05
